report_date,report_begin_date,report_end_date,published_date,office_state,slug_id,slug_name,report_title,commodity,class,frame,muscle_grade,quality_grade_name,lot_desc,freight,price_unit,age,pregnancy_stage,weight_collect,offspring_weight_est,dressing,yield_grade,head_count,avg_weight_min,avg_weight_max,avg_weight,avg_price_min,avg_price_max,avg_price,weight_break_low,weight_break_high,receipts,receipts_week_ago,receipts_year_ago,final_ind
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,112,856,877,866,229.0,237.0,235.03,850.0,900.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,153,751,790,770,248.0,263.5,256.35,750.0,800.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,35,515,528,522,332.0,335.0,333.27,500.0,550.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,108,726,739,731,233.0,245.5,240.22,700.0,750.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,157,551,595,561,312.0,333.5,322.71,550.0,600.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,28,470,470,470,342.0,342.0,342.0,450.0,500.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Young/Middle Aged (2-8 yrs),Open,Actual,N/A,,,5,970,1045,1030,80.0,85.0,84.06,,,17,1378,1692,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,250,681,687,685,255.0,270.5,263.95,650.0,700.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,20,781,781,781,232.0,232.0,232.0,750.0,800.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,423,618,641,620,258.0,284.0,282.21,600.0,650.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,232,609,648,621,304.0,315.0,311.3,600.0,650.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,(<2 yrs),Open,Actual,N/A,,,3,730,1115,913,143.5,150.0,146.38,,,17,1378,1692,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,226,558,597,575,276.0,300.0,287.92,550.0,600.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,35,844,844,844,211.0,211.0,211.0,800.0,850.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,102,668,685,680,291.0,292.5,292.07,650.0,700.0,2834,5041,4087,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Middle Aged (5-8 yrs),Open,Actual,N/A,,,5,1330,1560,1403,102.0,112.5,110.11,,,17,1378,1692,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Lean 85-90%,None,F.O.B.,Per Cwt,,,Actual,,Average,N/A,20,985,1313,1140,87.0,109.0,103.87,,,446,633,841,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Boner 80-85%,None,F.O.B.,Per Cwt,,,Actual,,High,N/A,7,1347,1635,1434,101.0,133.0,112.37,,,446,633,841,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Breaker 75-80%,None,F.O.B.,Per Cwt,,,Actual,,Average,N/A,52,1475,1846,1722,102.5,120.5,116.88,,,446,633,841,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Bulls,N/A,N/A,N/A,None,F.O.B.,Per Cwt,,,Actual,,Average,1-2,60,1750,1986,1830,126.0,131.0,129.37,,,446,633,841,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Lean 85-90%,None,F.O.B.,Per Cwt,,,Actual,,Low,N/A,3,975,1090,1048,82.0,84.0,83.04,,,446,633,841,Final
02/26/2024,02/25/2024,03/02/2024,03/04/2024 05:44:52,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,67,701,703,702,272.0,285.0,274.69,700.0,750.0,2834,5041,4087,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,30,775,775,775,231.0,231.0,231.0,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,322,552,594,566,263.0,296.0,288.76,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,35,363,375,366,329.0,330.0,329.29,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1-2,,None,F.O.B.,Per Cwt,,,Actual,,,,7,597,597,597,251.0,251.0,251.0,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1-2,,None,F.O.B.,Per Cwt,,,Actual,,,,14,621,633,627,235.0,237.5,236.24,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,213,453,479,467,317.5,330.0,323.82,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,40,862,869,865,221.0,236.0,227.78,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,106,459,484,467,325.0,343.0,335.83,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,535,650,690,669,267.0,304.0,294.04,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,102,408,449,436,340.0,400.0,373.05,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,8,316,316,316,360.0,360.0,360.0,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,529,603,648,623,279.0,325.5,307.5,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,409,701,745,729,255.0,276.5,263.63,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,322,801,843,828,234.5,247.5,243.35,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,359,550,588,574,294.0,329.0,316.61,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,82,808,813,812,229.0,232.0,229.76,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,163,704,740,722,237.0,247.0,241.22,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,150,407,439,416,235.0,343.0,334.47,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,47,356,373,362,310.0,372.0,359.02,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,253,503,549,526,281.0,307.0,300.2,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,183,505,543,519,312.5,334.0,329.83,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,58,316,343,334,280.0,349.0,321.37,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,75,673,693,679,226.5,262.0,252.69,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,131,607,648,631,265.5,283.0,274.19,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,155,755,789,781,241.0,262.0,250.52,,,5041,3099,3814,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Cows,Medium and Large,1,,Broken Mouth,F.O.B.,Per Unit,Aged (>8 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,130,1191,1323,1273,1950.0,2100.0,2018.57,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Heifers,Medium and Large,1,,None,F.O.B.,Per Unit,(<2 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,226,868,1120,982,2500.0,2850.0,2602.28,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Middle Aged (5-8 yrs),Open,Actual,N/A,,,34,1186,1530,1334,92.0,113.0,104.8,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,(<2 yrs),Open,Actual,N/A,,,6,950,1240,1087,138.0,155.0,144.28,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Young (2-4 yrs),Open,Actual,N/A,,,48,804,1255,945,110.0,205.5,165.81,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Young/Middle Aged (2-8 yrs),Open,Actual,N/A,,,19,1090,1233,1167,95.0,105.5,101.26,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Stock Cows,Medium and Large,1,,None,F.O.B.,Per Cwt,Middle Aged/Aged (>5 yrs),Open,Actual,N/A,,,5,930,1255,1145,88.0,92.5,90.53,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Cows,Medium and Large,1,,None,F.O.B.,Per Unit,Aged (>8 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,98,1344,1391,1371,2000.0,2275.0,2115.55,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Cows,Medium and Large,1,,None,F.O.B.,Per Unit,Middle Aged (5-8 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,95,1201,1365,1294,2375.0,2600.0,2505.99,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Cows,Medium and Large,1,,None,F.O.B.,Per Unit,Young (2-4 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,234,950,1392,1116,2250.0,2650.0,2538.37,,,1378,1406,341,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Bulls,N/A,N/A,N/A,Return to Feed,F.O.B.,Per Cwt,,,Actual,,Average,1-2,3,960,1730,1217,100.0,111.0,105.21,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Bulls,N/A,N/A,N/A,None,F.O.B.,Per Cwt,,,Actual,,High,1-2,1,2145,2145,2145,136.0,136.0,136.0,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Bulls,N/A,N/A,N/A,None,F.O.B.,Per Cwt,,,Actual,,Average,1-2,47,1500,2080,1637,111.0,131.0,123.02,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Boner 80-85%,Return to Feed,F.O.B.,Per Cwt,,,Actual,,Average,N/A,284,1236,1541,1384,113.0,117.0,115.06,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Breaker 75-80%,None,F.O.B.,Per Cwt,,,Actual,,High,N/A,2,1435,1630,1533,102.5,135.0,119.78,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Lean 85-90%,None,F.O.B.,Per Cwt,,,Actual,,Average,N/A,39,848,1269,1190,80.0,115.0,105.98,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Breaker 75-80%,None,F.O.B.,Per Cwt,,,Actual,,Average,N/A,5,1405,1825,1596,95.5,125.0,115.06,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Lean 85-90%,None,F.O.B.,Per Cwt,,,Actual,,Low,N/A,20,1170,1170,1170,97.0,97.0,97.0,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Boner 80-85%,None,F.O.B.,Per Cwt,,,Actual,,Average,N/A,121,1265,1683,1474,95.0,123.0,116.0,,,633,417,299,Final
02/19/2024,02/18/2024,02/24/2024,02/26/2024 06:16:21,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Slaughter Cattle,Cows,N/A,N/A,Boner 80-85%,None,F.O.B.,Per Cwt,,,Actual,,High,N/A,8,1280,1585,1405,102.0,130.0,121.31,,,633,417,299,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Replacement Cattle,Bred Cows,Medium and Large,1,,None,F.O.B.,Per Unit,Aged (>8 yrs),2nd/3rd Stage (4-9 mo),Actual,N/A,,,134,1199,1303,1265,1750.0,1975.0,1893.9,,,1406,1232,1063,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,80,400,446,421,282.5,334.0,322.44,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,218,601,624,613,306.0,316.0,311.4,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,96,674,693,688,275.0,286.0,277.92,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,133,451,482,469,308.0,329.0,317.82,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,96,558,567,562,297.0,300.0,298.58,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Heifers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,95,703,741,723,233.0,241.0,237.2,,,3099,7537,3864,Final
02/12/2024,02/11/2024,02/17/2024,02/20/2024 07:54:36,WY,2106,AMS_2106,Wyoming Weekly Cattle Auction Summary,Feeder Cattle,Steers,Medium and Large,1,,None,F.O.B.,Per Cwt,,,Actual,,,,24,933,933,933,218.0,218.0,218.0,,,3099,7537,3864,Final
