title,document_date,file_extension,document_url,report_date,slug_id,report_end_date
AMS_2039,08/27/2020 18:50:45,PDF,/filerepo/sites/default/files/2039/2020-02-07/320878/ams_2039_00010_01.pdf,02/07/2020 - 02/13/2020,2039,02/13/2020
AMS_2039,10/01/2020 02:52:03,PDF,/filerepo/sites/default/files/2039/2020-09-18/334146/ams_2039_00014.pdf,09/18/2020 - 09/24/2020,2039,09/24/2020
AMS_2039,09/25/2020 02:43:53,PDF,/filerepo/sites/default/files/2039/2020-09-11/332027/ams_2039_00013.pdf,09/11/2020 - 09/17/2020,2039,09/17/2020
AMS_2039,09/15/2020 15:22:13,PDF,/filerepo/sites/default/files/2039/2020-09-04/328147/ams_2039_00012.pdf,09/04/2020 - 09/10/2020,2039,09/10/2020
AMS_2039,09/04/2020 20:53:20,PDF,/filerepo/sites/default/files/2039/2020-08-28/325320/ams_2039_00011.pdf,08/28/2020 - 09/03/2020,2039,09/03/2020
AMS_2039,11/09/2020 14:05:58,PDF,/filerepo/sites/default/files/2039/2020-10-23/348472/ams_2039_00019.pdf,10/23/2020 - 10/29/2020,2039,10/29/2020
AMS_2039,10/28/2020 01:42:59,PDF,/filerepo/sites/default/files/2039/2020-10-16/344391/ams_2039_00018.pdf,10/16/2020 - 10/22/2020,2039,10/22/2020
AMS_2039,10/22/2020 18:37:55,PDF,/filerepo/sites/default/files/2039/2020-10-09/342500/ams_2039_00017.pdf,10/09/2020 - 10/15/2020,2039,10/15/2020
AMS_2039,10/21/2020 14:26:09,PDF,/filerepo/sites/default/files/2039/2020-10-02/341828/ams_2039_00016.pdf,10/02/2020 - 10/08/2020,2039,10/08/2020
AMS_2039,10/05/2020 22:37:31,PDF,/filerepo/sites/default/files/2039/2020-09-25/335621/ams_2039_00015.pdf,09/25/2020 - 10/01/2020,2039,10/01/2020
AMS_2039,12/04/2020 14:07:27,PDF,/filerepo/sites/default/files/2039/2020-11-13/358659/ams_2039_00022.pdf,11/13/2020 - 11/19/2020,2039,11/19/2020
AMS_2039,11/18/2020 14:09:57,PDF,/filerepo/sites/default/files/2039/2020-11-06/351810/ams_2039_00021.pdf,11/06/2020 - 11/12/2020,2039,11/12/2020
AMS_2039,11/09/2020 14:07:12,PDF,/filerepo/sites/default/files/2039/2020-10-30/348473/ams_2039_00020.pdf,10/30/2020 - 11/05/2020,2039,11/05/2020
AMS_2039,12/21/2020 21:20:20,PDF,/filerepo/sites/default/files/2039/2020-12-11/364948/ams_2039_00025.pdf,12/11/2020 - 12/17/2020,2039,12/17/2020
AMS_2039,12/16/2020 14:47:29,PDF,/filerepo/sites/default/files/2039/2020-12-04/363136/ams_2039_00024.pdf,12/04/2020 - 12/10/2020,2039,12/10/2020
AMS_2039,12/09/2020 01:08:34,PDF,/filerepo/sites/default/files/2039/2020-11-27/360411/ams_2039_00023.pdf,11/27/2020 - 12/03/2020,2039,12/03/2020
AMS_2039,02/03/2021 16:30:56,PDF,/filerepo/sites/default/files/2039/2021-01-24/414477/ams_2039_00029.pdf,01/24/2021 - 01/30/2021,2039,01/30/2021
AMS_2039,01/26/2021 00:54:03,PDF,/filerepo/sites/default/files/2039/2021-01-17/411395/ams_2039_00028.pdf,01/17/2021 - 01/23/2021,2039,01/23/2021
AMS_2039,01/19/2021 19:08:23,PDF,/filerepo/sites/default/files/2039/2021-01-10/409192/ams_2039_00027.pdf,01/10/2021 - 01/16/2021,2039,01/16/2021
AMS_2039,01/12/2021 18:18:00,PDF,/filerepo/sites/default/files/2039/2021-01-03/406438/ams_2039_00026.pdf,01/03/2021 - 01/09/2021,2039,01/09/2021
AMS_2039,03/03/2021 22:40:34,PDF,/filerepo/sites/default/files/2039/2021-02-21/424017/ams_2039_00033.pdf,02/21/2021 - 02/27/2021,2039,02/27/2021
AMS_2039,03/03/2021 22:39:26,PDF,/filerepo/sites/default/files/2039/2021-02-14/424016/ams_2039_00032.pdf,02/14/2021 - 02/20/2021,2039,02/20/2021
AMS_2039,02/12/2021 21:58:45,PDF,/filerepo/sites/default/files/2039/2021-02-07/418130/ams_2039_00031.pdf,02/07/2021 - 02/13/2021,2039,02/13/2021
AMS_2039,02/11/2021 20:05:51,PDF,/filerepo/sites/default/files/2039/2021-01-31/417585/ams_2039_00030.pdf,01/31/2021 - 02/06/2021,2039,02/06/2021
AMS_2039,03/30/2021 18:52:47,PDF,/filerepo/sites/default/files/2039/2021-03-21/433284/ams_2039_00037.pdf,03/21/2021 - 03/27/2021,2039,03/27/2021
AMS_2039,03/23/2021 13:58:27,PDF,/filerepo/sites/default/files/2039/2021-03-14/430576/ams_2039_00036.pdf,03/14/2021 - 03/20/2021,2039,03/20/2021
AMS_2039,03/17/2021 15:38:50,PDF,/filerepo/sites/default/files/2039/2021-03-07/428706/ams_2039_00035.pdf,03/07/2021 - 03/13/2021,2039,03/13/2021
AMS_2039,03/09/2021 00:23:32,PDF,/filerepo/sites/default/files/2039/2021-02-28/425603/ams_2039_00034.pdf,02/28/2021 - 03/06/2021,2039,03/06/2021
AMS_2039,04/26/2021 15:48:19,PDF,/filerepo/sites/default/files/2039/2021-04-18/442102/ams_2039_00041.pdf,04/18/2021 - 04/24/2021,2039,04/24/2021
AMS_2039,04/20/2021 19:09:07,PDF,/filerepo/sites/default/files/2039/2021-04-11/440475/ams_2039_00040.pdf,04/11/2021 - 04/17/2021,2039,04/17/2021
AMS_2039,04/12/2021 21:20:46,PDF,/filerepo/sites/default/files/2039/2021-04-04/437640/ams_2039_00039.pdf,04/04/2021 - 04/10/2021,2039,04/10/2021
AMS_2039,04/02/2021 21:53:29,PDF,/filerepo/sites/default/files/2039/2021-03-28/434763/ams_2039_00038.pdf,03/28/2021 - 04/03/2021,2039,04/03/2021
AMS_2039,06/02/2021 13:18:22,PDF,/filerepo/sites/default/files/2039/2021-05-23/454833/ams_2039_00046.pdf,05/23/2021 - 05/29/2021,2039,05/29/2021
AMS_2039,05/24/2021 20:11:03,PDF,/filerepo/sites/default/files/2039/2021-05-16/452069/ams_2039_00045.pdf,05/16/2021 - 05/22/2021,2039,05/22/2021
AMS_2039,05/20/2021 16:44:27,PDF,/filerepo/sites/default/files/2039/2021-05-09/450859/ams_2039_00044.pdf,05/09/2021 - 05/15/2021,2039,05/15/2021
AMS_2039,05/10/2021 13:32:05,PDF,/filerepo/sites/default/files/2039/2021-05-02/446884/ams_2039_00043.pdf,05/02/2021 - 05/08/2021,2039,05/08/2021
AMS_2039,05/04/2021 16:48:07,PDF,/filerepo/sites/default/files/2039/2021-04-25/445190/ams_2039_00042.pdf,04/25/2021 - 05/01/2021,2039,05/01/2021
AMS_2039,06/25/2021 18:27:27,PDF,/filerepo/sites/default/files/2039/2021-06-20/463180/ams_2039_00050.pdf,06/20/2021 - 06/26/2021,2039,06/26/2021
AMS_2039,06/24/2021 15:56:35,PDF,/filerepo/sites/default/files/2039/2021-06-13/462594/ams_2039_00049.pdf,06/13/2021 - 06/19/2021,2039,06/19/2021
AMS_2039,06/14/2021 17:21:28,PDF,/filerepo/sites/default/files/2039/2021-06-06/458774/ams_2039_00048.pdf,06/06/2021 - 06/12/2021,2039,06/12/2021
AMS_2039,06/14/2021 17:19:15,PDF,/filerepo/sites/default/files/2039/2021-05-30/458773/ams_2039_00047.pdf,05/30/2021 - 06/05/2021,2039,06/05/2021
AMS_2039,08/02/2021 21:44:04,PDF,/filerepo/sites/default/files/2039/2021-07-25/487388/ams_2039_00055.pdf,07/25/2021 - 07/31/2021,2039,07/31/2021
AMS_2039,07/27/2021 21:49:53,PDF,/filerepo/sites/default/files/2039/2021-07-18/485434/ams_2039_00054.pdf,07/18/2021 - 07/24/2021,2039,07/24/2021
AMS_2039,07/19/2021 21:09:47,PDF,/filerepo/sites/default/files/2039/2021-07-11/482271/ams_2039_00053.pdf,07/11/2021 - 07/17/2021,2039,07/17/2021
AMS_2039,07/12/2021 16:10:14,PDF,/filerepo/sites/default/files/2039/2021-07-04/470430/ams_2039_00052.pdf,07/04/2021 - 07/10/2021,2039,07/10/2021
AMS_2039,07/01/2021 17:56:19,PDF,/filerepo/sites/default/files/2039/2021-06-27/465016/ams_2039_00051.pdf,06/27/2021 - 07/03/2021,2039,07/03/2021
AMS_2039,08/31/2021 01:40:19,PDF,/filerepo/sites/default/files/2039/2021-08-22/500026/ams_2039_00058.pdf,08/22/2021 - 08/28/2021,2039,08/28/2021
AMS_2039,08/25/2021 13:32:51,PDF,/filerepo/sites/default/files/2039/2021-08-15/498131/ams_2039_00057.pdf,08/15/2021 - 08/21/2021,2039,08/21/2021
AMS_2039,08/09/2021 15:34:20,PDF,/filerepo/sites/default/files/2039/2021-08-01/489477/ams_2039_00056.pdf,08/01/2021 - 08/07/2021,2039,08/07/2021
AMS_2039,01/05/2022 16:50:56,PDF,/filerepo/sites/default/files/2039/2021-09-19/542876/ams_2039_00062_01.pdf,09/19/2021 - 09/25/2021,2039,09/25/2021
AMS_2039,09/21/2021 15:43:22,PDF,/filerepo/sites/default/files/2039/2021-09-12/507338/ams_2039_00061.pdf,09/12/2021 - 09/18/2021,2039,09/18/2021
AMS_2039,09/21/2021 15:28:18,PDF,/filerepo/sites/default/files/2039/2021-09-05/507317/ams_2039_00060.pdf,09/05/2021 - 09/11/2021,2039,09/11/2021
AMS_2039,09/07/2021 20:40:21,PDF,/filerepo/sites/default/files/2039/2021-08-29/502706/ams_2039_00059.pdf,08/29/2021 - 09/04/2021,2039,09/04/2021
AMS_2039,11/02/2021 20:39:50,PDF,/filerepo/sites/default/files/2039/2021-10-24/522026/ams_2039_00067.pdf,10/24/2021 - 10/30/2021,2039,10/30/2021
AMS_2039,10/25/2021 19:55:33,PDF,/filerepo/sites/default/files/2039/2021-10-17/518975/ams_2039_00066.pdf,10/17/2021 - 10/23/2021,2039,10/23/2021
AMS_2039,10/15/2021 20:47:29,PDF,/filerepo/sites/default/files/2039/2021-10-10/516148/ams_2039_00065.pdf,10/10/2021 - 10/16/2021,2039,10/16/2021
AMS_2039,10/12/2021 21:26:42,PDF,/filerepo/sites/default/files/2039/2021-10-03/514672/ams_2039_00064.pdf,10/03/2021 - 10/09/2021,2039,10/09/2021
AMS_2039,10/12/2021 21:07:26,PDF,/filerepo/sites/default/files/2039/2021-09-26/514666/ams_2039_00063_01.pdf,09/26/2021 - 10/02/2021,2039,10/02/2021
AMS_2039,11/29/2021 20:33:54,PDF,/filerepo/sites/default/files/2039/2021-11-21/530960/ams_2039_00071.pdf,11/21/2021 - 11/27/2021,2039,11/27/2021
AMS_2039,11/29/2021 20:24:45,PDF,/filerepo/sites/default/files/2039/2021-11-14/530953/ams_2039_00070_01.pdf,11/14/2021 - 11/20/2021,2039,11/20/2021
AMS_2039,11/15/2021 17:28:24,PDF,/filerepo/sites/default/files/2039/2021-11-07/526458/ams_2039_00069.pdf,11/07/2021 - 11/13/2021,2039,11/13/2021
AMS_2039,11/08/2021 18:59:55,PDF,/filerepo/sites/default/files/2039/2021-10-31/523927/ams_2039_00068.pdf,10/31/2021 - 11/06/2021,2039,11/06/2021
AMS_2039,12/27/2021 18:40:58,PDF,/filerepo/sites/default/files/2039/2021-12-19/540116/ams_2039_00075.pdf,12/19/2021 - 12/25/2021,2039,12/25/2021
AMS_2039,12/21/2021 17:22:17,PDF,/filerepo/sites/default/files/2039/2021-12-12/538770/ams_2039_00074.pdf,12/12/2021 - 12/18/2021,2039,12/18/2021
AMS_2039,12/14/2021 16:23:12,PDF,/filerepo/sites/default/files/2039/2021-12-05/536299/ams_2039_00073.pdf,12/05/2021 - 12/11/2021,2039,12/11/2021
AMS_2039,12/17/2021 19:46:20,PDF,/filerepo/sites/default/files/2039/2021-11-28/537973/ams_2039_00072_01.pdf,11/28/2021 - 12/04/2021,2039,12/04/2021
AMS_2039,02/02/2022 14:07:04,PDF,/filerepo/sites/default/files/2039/2022-01-23/552257/ams_2039_00079.pdf,01/23/2022 - 01/29/2022,2039,01/29/2022
AMS_2039,01/31/2022 14:00:18,PDF,/filerepo/sites/default/files/2039/2022-01-16/551077/ams_2039_00078.pdf,01/16/2022 - 01/22/2022,2039,01/22/2022
AMS_2039,01/18/2022 20:14:37,PDF,/filerepo/sites/default/files/2039/2022-01-09/547083/ams_2039_00077.pdf,01/09/2022 - 01/15/2022,2039,01/15/2022
AMS_2039,01/13/2022 13:40:39,PDF,/filerepo/sites/default/files/2039/2022-01-02/545612/ams_2039_00076.pdf,01/02/2022 - 01/08/2022,2039,01/08/2022
AMS_2039,03/03/2022 16:32:26,PDF,/filerepo/sites/default/files/2039/2022-02-20/562349/ams_2039_00083.pdf,02/20/2022 - 02/26/2022,2039,02/26/2022
AMS_2039,02/23/2022 15:13:12,PDF,/filerepo/sites/default/files/2039/2022-02-13/559229/ams_2039_00082.pdf,02/13/2022 - 02/19/2022,2039,02/19/2022
AMS_2039,02/15/2022 14:27:42,PDF,/filerepo/sites/default/files/2039/2022-02-06/556630/ams_2039_00081.pdf,02/06/2022 - 02/12/2022,2039,02/12/2022
AMS_2039,02/14/2022 14:43:10,PDF,/filerepo/sites/default/files/2039/2022-01-30/556068/ams_2039_00080.pdf,01/30/2022 - 02/05/2022,2039,02/05/2022
AMS_2039,03/31/2022 20:07:20,PDF,/filerepo/sites/default/files/2039/2022-03-20/573045/ams_2039_00087.pdf,03/20/2022 - 03/26/2022,2039,03/26/2022
AMS_2039,03/25/2022 15:43:52,PDF,/filerepo/sites/default/files/2039/2022-03-13/570797/ams_2039_00086.pdf,03/13/2022 - 03/19/2022,2039,03/19/2022
AMS_2039,03/15/2022 19:04:53,PDF,/filerepo/sites/default/files/2039/2022-03-06/566705/ams_2039_00085.pdf,03/06/2022 - 03/12/2022,2039,03/12/2022
AMS_2039,03/04/2022 18:11:44,PDF,/filerepo/sites/default/files/2039/2022-02-27/562917/ams_2039_00084.pdf,02/27/2022 - 03/05/2022,2039,03/05/2022
AMS_2039,05/03/2022 20:34:26,PDF,/filerepo/sites/default/files/2039/2022-04-24/586286/ams_2039_00092.pdf,04/24/2022 - 04/30/2022,2039,04/30/2022
AMS_2039,04/27/2022 04:36:45,PDF,/filerepo/sites/default/files/2039/2022-04-17/583986/ams_2039_00091.pdf,04/17/2022 - 04/23/2022,2039,04/23/2022
AMS_2039,04/19/2022 15:27:44,PDF,/filerepo/sites/default/files/2039/2022-04-10/581278/ams_2039_00090.pdf,04/10/2022 - 04/16/2022,2039,04/16/2022
AMS_2039,04/12/2022 20:32:52,PDF,/filerepo/sites/default/files/2039/2022-04-03/578443/ams_2039_00089.pdf,04/03/2022 - 04/09/2022,2039,04/09/2022
AMS_2039,04/04/2022 13:55:39,PDF,/filerepo/sites/default/files/2039/2022-03-27/573665/ams_2039_00088.pdf,03/27/2022 - 04/02/2022,2039,04/02/2022
AMS_2039,05/31/2022 17:51:52,PDF,/filerepo/sites/default/files/2039/2022-05-22/595242/ams_2039_00096.pdf,05/22/2022 - 05/28/2022,2039,05/28/2022
AMS_2039,05/23/2022 20:51:10,PDF,/filerepo/sites/default/files/2039/2022-05-15/592971/ams_2039_00095.pdf,05/15/2022 - 05/21/2022,2039,05/21/2022
AMS_2039,05/17/2022 16:08:25,PDF,/filerepo/sites/default/files/2039/2022-05-08/590813/ams_2039_00094.pdf,05/08/2022 - 05/14/2022,2039,05/14/2022
AMS_2039,05/09/2022 20:24:34,PDF,/filerepo/sites/default/files/2039/2022-05-01/588168/ams_2039_00093.pdf,05/01/2022 - 05/07/2022,2039,05/07/2022
