slug_id,report_end_date
1704,10/02/2021
1704,11/20/2021
1704,11/13/2021
1704,11/06/2021
1704,12/18/2021
1704,12/11/2021
1704,12/04/2021
1704,01/29/2022
1704,01/22/2022
1704,01/15/2022
1704,01/08/2022
1704,02/26/2022
1704,02/19/2022
1704,02/12/2022
1704,02/05/2022
1704,03/26/2022
1704,03/19/2022
1704,03/12/2022
1704,03/05/2022
1704,04/30/2022
1704,04/23/2022
1704,04/16/2022
1704,04/09/2022
1704,04/02/2022
1704,05/28/2022
1704,05/21/2022
1704,05/14/2022
1704,05/07/2022
1704,06/25/2022
1704,06/18/2022
1704,06/11/2022
1704,06/04/2022
1704,07/30/2022
1704,07/23/2022
1704,07/16/2022
1704,07/02/2022
1704,08/27/2022
1704,08/20/2022
1704,08/13/2022
1704,08/06/2022
1704,09/24/2022
1704,09/17/2022
1704,09/10/2022
1704,09/03/2022
1704,10/29/2022
1704,10/22/2022
1704,10/15/2022
1704,10/08/2022
1704,10/01/2022
1704,11/19/2022
1704,11/12/2022
1704,11/05/2022
1704,12/24/2022
1704,12/17/2022
1704,12/10/2022
1704,12/03/2022
1704,01/28/2023
1704,01/21/2023
1704,01/14/2023
1704,01/07/2023
1704,02/25/2023
1704,02/18/2023
1704,02/11/2023
1704,02/04/2023
1704,03/25/2023
1704,03/18/2023
1704,03/11/2023
1704,03/04/2023
1704,04/29/2023
1704,04/22/2023
1704,04/15/2023
1704,04/08/2023
1704,04/01/2023
1704,05/27/2023
1704,05/20/2023
1704,05/13/2023
1704,05/06/2023
1704,06/24/2023
1704,06/17/2023
1704,06/10/2023
1704,06/03/2023
1704,07/29/2023
1704,07/22/2023
1704,07/15/2023
1704,07/01/2023
1704,08/26/2023
1704,08/19/2023
1704,08/12/2023
1704,08/05/2023
1704,09/30/2023
1704,09/23/2023
1704,09/16/2023
1704,09/09/2023
1704,09/02/2023
1704,10/28/2023
1704,10/21/2023
1704,10/14/2023
1704,10/07/2023
1704,11/18/2023
1704,11/11/2023
1704,11/04/2023
1704,12/23/2023
1704,12/16/2023
1704,12/09/2023
1704,12/02/2023
1704,01/27/2024
1704,01/20/2024
1704,01/13/2024
1704,01/06/2024
1704,02/24/2024
1704,02/17/2024
1704,02/10/2024
1704,02/03/2024
1704,03/16/2024
1704,03/09/2024
1704,03/02/2024
1933,01/30/2020
1933,01/23/2020
1933,01/16/2020
1933,01/09/2020
1933,02/27/2020
1933,02/20/2020
1933,02/13/2020
1933,02/06/2020
1933,03/26/2020
1933,03/19/2020
1933,03/12/2020
1933,03/05/2020
1933,04/30/2020
1933,04/23/2020
1933,04/16/2020
1933,04/09/2020
1933,04/02/2020
1933,05/28/2020
1933,05/21/2020
1933,05/14/2020
1933,05/07/2020
1933,06/25/2020
1933,06/18/2020
1933,06/11/2020
1933,06/04/2020
1933,07/30/2020
1933,07/23/2020
1933,07/16/2020
1933,07/09/2020
1933,08/27/2020
1933,08/20/2020
1933,08/13/2020
1933,08/06/2020
1933,09/24/2020
1933,09/17/2020
1933,09/10/2020
1933,09/03/2020
1933,10/29/2020
1933,10/22/2020
1933,10/15/2020
1933,10/08/2020
1933,10/01/2020
1933,11/19/2020
1933,11/12/2020
1933,11/05/2020
1933,12/17/2020
1933,12/10/2020
1933,12/03/2020
1933,01/30/2021
1933,01/23/2021
1933,01/16/2021
1933,01/09/2021
1933,02/27/2021
1933,02/20/2021
1933,02/13/2021
1933,02/06/2021
1933,03/27/2021
1933,03/20/2021
1933,03/13/2021
1933,03/06/2021
1933,04/24/2021
1933,04/17/2021
1933,04/10/2021
1933,04/03/2021
1933,05/29/2021
1933,05/22/2021
1933,05/15/2021
1933,05/08/2021
1933,05/01/2021
1933,06/26/2021
1933,06/19/2021
1933,06/12/2021
1933,06/05/2021
1933,07/31/2021
1933,07/24/2021
1933,07/17/2021
1933,07/10/2021
1933,07/03/2021
1933,08/28/2021
1933,08/21/2021
1933,08/14/2021
1933,08/07/2021
1933,09/25/2021
1933,09/18/2021
1933,09/11/2021
1933,09/04/2021
1933,10/30/2021
1933,10/23/2021
1933,10/16/2021
1933,10/09/2021
1933,10/02/2021
1933,11/20/2021
1933,11/13/2021
1933,11/06/2021
1933,12/18/2021
1933,12/11/2021
1933,12/04/2021
1933,01/29/2022
1933,01/22/2022
1933,01/15/2022
1933,01/08/2022
1933,02/26/2022
1933,02/19/2022
1933,02/12/2022
1933,02/05/2022
1933,03/26/2022
1933,03/19/2022
1933,03/12/2022
1933,03/05/2022
1933,04/30/2022
1933,04/23/2022
1933,04/16/2022
1933,04/09/2022
1933,04/02/2022
1933,05/28/2022
1933,05/21/2022
1933,05/14/2022
1933,05/07/2022
1933,06/25/2022
1933,06/18/2022
1933,06/11/2022
1933,06/04/2022
1933,07/30/2022
1933,07/23/2022
1933,07/16/2022
1933,07/02/2022
1933,08/27/2022
1933,08/20/2022
1933,08/13/2022
1933,08/06/2022
1933,09/24/2022
1933,09/17/2022
1933,09/10/2022
1933,09/03/2022
1933,10/29/2022
1933,10/22/2022
1933,10/15/2022
1933,10/08/2022
1933,10/01/2022
1933,11/19/2022
1933,11/12/2022
1933,11/05/2022
1933,12/24/2022
1933,12/17/2022
1933,12/10/2022
1933,12/03/2022
1933,01/28/2023
1933,01/21/2023
1933,01/14/2023
1933,01/07/2023
1933,02/25/2023
1933,02/18/2023
1933,02/11/2023
1933,02/04/2023
1933,03/25/2023
1933,03/18/2023
1933,03/11/2023
1933,03/04/2023
1933,04/29/2023
1933,04/22/2023
1933,04/15/2023
1933,04/08/2023
1933,04/01/2023
1933,05/27/2023
1933,05/20/2023
1933,05/13/2023
1933,05/06/2023
1933,06/24/2023
1933,06/17/2023
1933,06/10/2023
1933,06/03/2023
1933,07/29/2023
1933,07/22/2023
1933,07/15/2023
1933,07/01/2023
1933,08/26/2023
1933,08/19/2023
1933,08/12/2023
1933,08/05/2023
1933,09/30/2023
1933,09/23/2023
1933,09/16/2023
1933,09/09/2023
1933,09/02/2023
1933,10/28/2023
1933,10/21/2023
1933,10/14/2023
1933,10/07/2023
1933,11/18/2023
1933,11/11/2023
1933,11/04/2023
1933,12/23/2023
1933,12/16/2023
1933,12/09/2023
1933,12/02/2023
1933,01/27/2024
1933,01/20/2024
1933,01/13/2024
1933,01/06/2024
1933,02/24/2024
1933,02/17/2024
1933,02/10/2024
1933,02/03/2024
1933,03/16/2024
1933,03/09/2024
1933,03/02/2024
2041,01/30/2020
2041,01/23/2020
2041,01/16/2020
2041,01/09/2020
2041,01/02/2020
2041,02/27/2020
2041,02/20/2020
2041,02/13/2020
2041,02/06/2020
2041,03/26/2020
2041,03/19/2020
2041,03/12/2020
2041,03/05/2020
2041,04/30/2020
2041,04/23/2020
2041,04/16/2020
2041,04/09/2020
2041,04/02/2020
2041,05/28/2020
2041,05/21/2020
2041,05/14/2020
2041,05/07/2020
2041,06/25/2020
2041,06/18/2020
2041,06/11/2020
2041,06/04/2020
2041,07/30/2020
2041,07/23/2020
2041,07/16/2020
2041,07/09/2020
2041,07/02/2020
2041,08/27/2020
2041,08/20/2020
2041,08/13/2020
2041,08/06/2020
2041,09/24/2020
2041,09/17/2020
2041,09/10/2020
2041,09/03/2020
2041,10/29/2020
2041,10/22/2020
2041,10/15/2020
2041,10/08/2020
2041,10/01/2020
2041,11/26/2020
2041,11/19/2020
2041,11/12/2020
2041,11/05/2020
2041,12/24/2020
2041,12/17/2020
2041,12/10/2020
2041,12/03/2020
2041,01/30/2021
2041,01/23/2021
2041,01/16/2021
2041,01/09/2021
2041,01/02/2021
2041,02/27/2021
2041,02/20/2021
2041,02/13/2021
2041,02/06/2021
2041,03/20/2021
2041,03/13/2021
2041,03/06/2021
2041,04/24/2021
2041,04/17/2021
2041,04/10/2021
2041,04/03/2021
2041,05/29/2021
2041,05/22/2021
2041,05/15/2021
2041,05/08/2021
2041,05/01/2021
2041,06/26/2021
2041,06/19/2021
2041,06/12/2021
2041,06/05/2021
2041,07/31/2021
2041,07/24/2021
2041,07/17/2021
2041,07/10/2021
2041,07/03/2021
2041,08/28/2021
2041,08/21/2021
2041,08/14/2021
2041,08/07/2021
2041,09/25/2021
2041,09/18/2021
2041,09/11/2021
2041,09/04/2021
2041,10/30/2021
2041,10/23/2021
2041,10/16/2021
2041,10/09/2021
2041,10/02/2021
2041,11/27/2021
2041,11/20/2021
2041,11/13/2021
2041,11/06/2021
2041,12/18/2021
2041,12/11/2021
2041,12/04/2021
2041,01/29/2022
2041,01/22/2022
2041,01/15/2022
2041,01/08/2022
2041,01/01/2022
2041,02/26/2022
2041,02/19/2022
2041,02/12/2022
2041,02/05/2022
2041,03/26/2022
2041,03/19/2022
2041,03/12/2022
2041,03/05/2022
2041,04/30/2022
2041,04/23/2022
2041,04/16/2022
2041,04/09/2022
2041,04/02/2022
2041,05/28/2022
2041,05/21/2022
2041,05/14/2022
2041,05/07/2022
2041,06/25/2022
2041,06/18/2022
2041,06/11/2022
2041,06/04/2022
2041,07/30/2022
2041,07/23/2022
2041,07/16/2022
2041,07/09/2022
2041,07/02/2022
2041,08/27/2022
2041,08/20/2022
2041,08/13/2022
2041,08/06/2022
2041,09/24/2022
2041,09/17/2022
2041,09/10/2022
2041,09/03/2022
2041,10/29/2022
2041,10/22/2022
2041,10/15/2022
2041,10/08/2022
2041,10/01/2022
2041,11/26/2022
2041,11/19/2022
2041,11/12/2022
2041,11/05/2022
2041,12/31/2022
2041,12/24/2022
2041,12/17/2022
2041,12/10/2022
2041,12/03/2022
2041,01/28/2023
2041,01/21/2023
2041,01/14/2023
2041,01/07/2023
2041,02/25/2023
2041,02/18/2023
2041,02/11/2023
2041,02/04/2023
2041,03/25/2023
2041,03/18/2023
2041,03/11/2023
2041,03/04/2023
2041,04/29/2023
2041,04/22/2023
2041,04/15/2023
2041,04/08/2023
2041,04/01/2023
2041,05/27/2023
2041,05/20/2023
2041,05/13/2023
2041,05/06/2023
2041,06/24/2023
2041,06/17/2023
2041,06/10/2023
2041,06/03/2023
2041,07/29/2023
2041,07/22/2023
2041,07/15/2023
2041,07/01/2023
2041,08/26/2023
2041,08/19/2023
2041,08/12/2023
2041,08/05/2023
2041,09/30/2023
2041,09/23/2023
2041,09/16/2023
2041,09/09/2023
2041,09/02/2023
2041,10/28/2023
2041,10/21/2023
2041,10/14/2023
2041,10/07/2023
2041,11/18/2023
2041,11/11/2023
2041,11/04/2023
2041,12/30/2023
2041,12/23/2023
2041,12/16/2023
2041,12/09/2023
2041,01/27/2024
2041,01/20/2024
2041,01/13/2024
2041,01/06/2024
2041,02/24/2024
2041,02/17/2024
2041,02/10/2024
2041,02/03/2024
2041,03/09/2024
2041,03/02/2024
1976,01/30/2020
1976,01/23/2020
1976,01/16/2020
1976,01/09/2020
1976,02/27/2020
1976,02/20/2020
1976,02/13/2020
1976,02/06/2020
1976,03/19/2020
1976,03/12/2020
1976,03/05/2020
1976,07/30/2020
1976,07/23/2020
1976,07/16/2020
1976,07/09/2020
1976,08/27/2020
1976,08/20/2020
1976,08/13/2020
1976,08/06/2020
1976,09/24/2020
1976,09/17/2020
1976,09/10/2020
1976,09/03/2020
1976,10/29/2020
1976,10/22/2020
1976,10/15/2020
1976,10/08/2020
1976,10/01/2020
1976,11/26/2020
1976,11/19/2020
1976,11/05/2020
1976,12/17/2020
1976,12/10/2020
1976,12/03/2020
1976,01/30/2021
1976,01/23/2021
1976,01/16/2021
1976,01/09/2021
1976,02/27/2021
1976,02/20/2021
1976,02/13/2021
1976,02/06/2021
1976,03/27/2021
1976,03/20/2021
1976,03/13/2021
1976,03/06/2021
1976,04/24/2021
1976,04/17/2021
1976,04/10/2021
1976,04/03/2021
1976,05/29/2021
1976,05/22/2021
1976,05/15/2021
1976,05/08/2021
1976,05/01/2021
1976,06/26/2021
1976,06/19/2021
1976,06/12/2021
1976,06/05/2021
1976,07/31/2021
1976,07/24/2021
1976,07/17/2021
1976,07/10/2021
1976,07/03/2021
1976,08/21/2021
1976,08/14/2021
1976,08/07/2021
1976,09/25/2021
1976,09/18/2021
1976,09/11/2021
1976,10/30/2021
1976,10/23/2021
1976,10/16/2021
1976,10/09/2021
1976,10/02/2021
1976,11/27/2021
1976,11/20/2021
1976,11/13/2021
1976,11/06/2021
1976,12/25/2021
1976,12/18/2021
1976,12/11/2021
1976,12/04/2021
1976,01/29/2022
1976,01/22/2022
1976,01/15/2022
1976,01/08/2022
1976,01/01/2022
1976,02/26/2022
1976,02/19/2022
1976,02/12/2022
1976,02/05/2022
1976,03/26/2022
1976,03/19/2022
1976,03/12/2022
1976,03/05/2022
1976,04/30/2022
1976,04/23/2022
1976,04/16/2022
1976,04/09/2022
1976,04/02/2022
1976,05/28/2022
1976,05/21/2022
1976,05/14/2022
1976,05/07/2022
1976,06/25/2022
1976,06/18/2022
1976,06/11/2022
1976,06/04/2022
1976,07/30/2022
1976,07/23/2022
1976,07/16/2022
1976,07/09/2022
1976,07/02/2022
1976,08/27/2022
1976,08/20/2022
1976,08/13/2022
1976,08/06/2022
1976,09/24/2022
1976,09/17/2022
1976,09/10/2022
1976,09/03/2022
1976,10/29/2022
1976,10/22/2022
1976,10/15/2022
1976,10/08/2022
1976,10/01/2022
1976,11/26/2022
1976,11/19/2022
1976,11/12/2022
1976,11/05/2022
1976,12/31/2022
1976,12/24/2022
1976,12/17/2022
1976,12/10/2022
1976,12/03/2022
1976,01/28/2023
1976,01/21/2023
1976,01/14/2023
1976,01/07/2023
1976,02/25/2023
1976,02/18/2023
1976,02/11/2023
